id review,beans,roast,drinks,barista,coffee_sentiment,go,do,out,ambient,price,place_sentiment,baked,lunch,breakfast,snacks,food_sentiment,rating
1.0,0.014949953323535449,0.025923792368260635,0.006591796478617103,0.03581990973599306,0.023636736893430682,0.02174970332154188,0.01851465074709167,0.013801770745892443,0.019852383651956126,0.026700619711965266,0.05412412499744305,0.010079360831209128,0.016132261050542666,0.0196293056900772,0.041759042851382655,0.010273617582733747,1.0
2.0,0.017251638983558856,0.0,0.010049552528098016,0.0715203036177269,0.023313863926304655,0.02124561441094064,0.009905360646879092,0.0095683377657124,0.006888856230684912,0.0,0.018564122541494987,0.007172191381865587,0.010362118525582654,0.10561311373835318,0.05590169943749474,0.01455556274348955,1.0
3.0,0.0,0.010291865729490382,0.04930332955998637,0.012584242320764792,0.0,0.008524238603067147,0.006200564710791835,0.011496519582293042,0.013929720962438727,0.015453384462510272,0.019402664980159624,0.004649773661297707,0.007413204893643505,0.009917543983981494,0.0,0.012436245853291651,1.0
4.0,0.018377341932055414,0.018322414155756653,0.03418498163443388,0.008770290931395126,0.06166330341836942,0.028637715924069863,0.026910645187726706,0.017050238617674192,0.02882426004256088,0.04767312946227962,0.07940212567864459,0.006406998168084172,0.03222613596513835,0.007537856664802233,0.03380763905485748,0.0487377909974385,1.0
5.0,0.013704604329824704,0.006350006350009526,0.018187058636015295,0.0315362711114619,0.02559900160163539,0.02027061591481715,0.01786298140918495,0.01339495092175863,0.011943323161817364,0.01699171998878339,0.04677233786292525,0.06959970356890244,0.0102975711604449,0.032104152319394175,0.044354023973098115,0.03707901898971527,1.0
6.0,0.01830875866346001,0.007761118872233865,0.022605075683092102,0.016994443839931365,0.02890266584819247,0.02233841642955109,0.01128080063799414,0.007294975602058186,0.009683534026026836,0.0,0.02425354114207399,0.007134161692534477,0.006511269878875155,0.0037350615390210617,0.03908102371781665,0.004208774621926918,1.0
7.0,0.017251638983558856,0.0,0.012619598255420217,0.009986908525604073,0.025785531156469834,0.021984014044273692,0.01896097569045269,0.022048175209048858,0.011211934942726444,0.0,0.03612660338313418,0.027657976394887374,0.02319657622609486,0.05936687784070175,0.0763631415463401,0.021226862334255595,1.0
8.0,0.010839700928385784,0.0,0.04580054682552278,0.008592841574574874,0.05614856391116329,0.01629625593694943,0.028297998594060056,0.014777643794414761,0.03515454724285557,0.03972760788523301,0.07636118356989424,0.019228711696971452,0.01114247800348372,0.01337760252601436,0.035124645482579604,0.0,1.0
9.0,0.0,0.0,0.011702132609470211,0.04155171172833722,0.03772674397768433,0.02138344532816693,0.019295944150655494,0.04017959061129267,0.01636569721305314,0.03548811931851396,0.043076037775799235,0.009294592438939415,0.01182537288318404,0.006181355765113488,0.0,0.05883060900872066,1.0
10.0,0.00983819716496829,0.004526570963035162,0.0,0.012456313254433042,0.0073524358979036135,0.011116514034411749,0.01977076606718088,0.0025282010611573365,0.0024057357148501496,0.027186845700164983,0.025601054914570483,0.0020450646163801146,0.0,0.0,0.015939701191492708,0.0,1.0
11.0,0.012199827059176011,0.00778793179993444,0.06298798582199952,0.013086739206250314,0.023029701364733358,0.024747020183391373,0.032823691678839355,0.027393232241913548,0.021294034338076136,0.029840315532903023,0.050110531726815434,0.04414157222775566,0.007232678097586405,0.004710132595360775,0.05163977794943223,0.025691100176058475,1.0
12.0,0.0,0.0,0.09958287144882962,0.0,0.10314212462587934,0.007797285769397567,0.029716081940637275,0.026599758829946574,0.012655637007428007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13.0,0.01672524023517943,0.01079750982650204,0.012361860854520415,0.04825869589039849,0.05368208132382617,0.018690655875533247,0.019651558278307852,0.015818399810801485,0.014038713654731383,0.049311850255008956,0.04108377223952902,0.0139439850891048,0.019063177115113683,0.012262168484468542,0.058220589248410046,0.09326369546044194,1.0
14.0,0.015247506166436435,0.0,0.03062510902261467,0.032075157083631525,0.03957642684875335,0.04691463344092366,0.08161456295073768,0.025474619795359896,0.03606604665574537,0.030653054963563756,0.09920488621949995,0.05054483078453318,0.013906190472186997,0.017506888057672153,0.04031128874149275,0.06958757096510368,1.0
15.0,0.014273059871493502,0.013134117416963374,0.012602813913461157,0.021113038045050988,0.0,0.040216503054385205,0.00980570583682084,0.017209275278030987,0.00999448350148533,0.0,0.009614808056989336,0.005309483231565479,0.05030372962557461,0.008674364006211058,0.0,0.028971505080481765,1.0
16.0,0.02663741828564002,0.021354245470814267,0.036232297996287424,0.0,0.059794313166095514,0.027001127392819093,0.014337336292940641,0.008302639597676117,0.013027303162687366,0.0,0.05371115304462546,0.019501062474998183,0.01892904841642981,0.02024406651618303,0.07378242408467925,0.033884958731985756,1.0
17.0,0.01558206361750394,0.010583343916682541,0.0442748907132139,0.04901548278139187,0.05528017220452832,0.01518735652406852,0.012345879067522368,0.008482545126827525,0.0093862469664941,0.025680329429649415,0.02074637939408988,0.01161241485268957,0.010704087804361674,0.013763156774195226,0.034405882031882135,0.013058861604630677,1.0
18.0,0.01960140763277851,0.0,0.005195938809336075,0.05727419445966634,0.02929766312101494,0.020955744051998595,0.013000173261805649,0.018464305190531754,0.018326883771501244,0.0,0.031751347686667854,0.010990286319962567,0.004529772855829928,0.006320990637161295,0.06351582009591508,0.0,1.0
19.0,0.0,0.0,0.004840834028762551,0.007101455945677004,0.0,0.022287497971988927,0.03721042037676254,0.009354557842744195,0.021615712466040677,0.02132357761940397,0.08254253361149491,0.0,0.004288025191372015,0.011371283288405677,0.0,0.0,1.0
20.0,0.0,0.0,0.0,0.03307445017082797,0.0,0.028292131264633896,0.03594119440189434,0.08847312168933298,0.04592045925224256,0.021622499104693414,0.16289018389982565,0.0,0.0,0.017418765764500466,0.0,0.0,1.0
21.0,0.03331387346383364,0.0,0.0694445864599748,0.02182118545140552,0.08237559153214447,0.03557030577062471,0.02303818539287985,0.012307213544953632,0.008838490045478098,0.03308620512686473,0.06248861693832552,0.018631418216042254,0.01260416846767395,0.0,0.07145660221733717,0.2424451711561795,1.0
22.0,0.009960238411119949,0.0,0.031064311184327054,0.09438454752025364,0.04579371490933798,0.017653592414515164,0.015119561357788483,0.010005483368957511,0.013605551638783152,0.0,0.06980771945374184,0.01207690020035463,0.009643589452592425,0.011086501753962325,0.032274861218395144,0.06161663873899261,1.0
23.0,0.017251638983558856,0.0,0.20469812464481643,0.3049684003152453,0.07657513318269811,0.0,0.0,0.0781870036973525,0.19839905944372546,0.0,0.14661792280149177,0.1897366596101028,0.03361111591379721,0.028221626051507926,0.0,0.11423888629358867,1.0
24.0,0.01543033499620919,0.0,0.007679133256298645,0.0050966069971893875,0.023063280200722125,0.030322508932026652,0.01674169366121801,0.008275480524872265,0.02086437046329698,0.011123730207865242,0.052642691326114176,0.013767090225201778,0.011938055789788809,0.01662975263094349,0.049999999999999996,0.01680731613632036,1.0
25.0,0.014758967058733703,0.010813735892862072,0.02340018817859055,0.008470980136865893,0.04434473501148342,0.019401876475154064,0.00995345935263668,0.027743722726897083,0.019058945358085895,0.06633866411300576,0.027409429890020025,0.0054579915232783605,0.01490569540112277,0.013360361881845303,0.04782451924199822,0.0,1.0
26.0,0.005391137182362143,0.0,0.018972117279951423,0.006825812942664359,0.016115956972793645,0.008215693620768981,0.0030954252021497164,0.008312424634358304,0.026365910432141683,0.08174238913695993,0.02805774203206484,0.002241309806832996,0.0,0.008616212623255789,0.017469281074217108,0.013645840072021454,1.0
27.0,0.0,0.0,0.005782662978916529,0.03995380554118228,0.013476025627374329,0.01630005947362432,0.08282778003879757,0.013901557020453148,0.02645633903881088,0.06228728724574081,0.10948767357969855,0.07121823674366526,0.005976016758556686,0.0,0.0,0.06846320978445837,1.0
28.0,0.018819530991626338,0.0,0.0053076756676054574,0.0171527261895208,0.02812901447782462,0.039814708837690165,0.039773421049413255,0.021676743342962608,0.07219354803322743,0.029137431235266763,0.13236682974509006,0.00782402635004887,0.0,0.0,0.06098225021119043,0.0,1.0
29.0,0.009136768447664574,0.0,0.05246984749409078,0.036914307374370424,0.034821191369023494,0.011411761585213025,0.022424995710163605,0.00720280867747173,0.015394473801195019,0.010510937064781518,0.03600914098273368,0.004875283179527611,0.008643846302438475,0.005456643796947541,0.032084604133240595,0.0,1.0
30.0,0.009323897971794576,0.01148726940155606,0.0034966624127270203,0.022812786508463738,0.02231646113359717,0.01685662377703921,0.008572737732217551,0.008700251055338244,0.013124291519555721,0.007746883537620437,0.02615678813082884,0.007636718954415341,0.006180067400813777,0.0,0.030212882526805807,0.037844463133072825,1.0
31.0,0.03273268353539886,0.010040241611281236,0.051691034462572866,0.006907237049944221,0.06943569913091223,0.0181326714611793,0.02303502213799586,0.0135664176185486,0.012478315623271945,0.0,0.008954589115298707,0.004536092116265145,0.0,0.011654245860369155,0.0,0.016924558427507105,1.0
32.0,0.011566655585884487,0.0,0.012567776437462768,0.007322372324319,0.021053798026662976,0.025906442895935772,0.00923858941578379,0.008001225210404974,0.009190242608832215,0.0,0.026760579585636535,0.004808718034799419,0.01287257360807195,0.02095717959173521,0.044809485085240186,0.03053393345572627,1.0
33.0,0.009622580855273939,0.0,0.0,0.09906008504711894,0.014382596267275397,0.018530936581601695,0.015836904034064105,0.00832444079164646,0.017201534225781506,0.04513029502482138,0.04565531706116219,0.004000488970773917,0.017377373529516255,0.005355331625924576,0.031180725686247062,0.04871261664821169,1.0
34.0,0.014194304551297754,0.0,0.006995582251031389,0.03245525685482732,0.019084571488247173,0.030070907806624494,0.012554922969522332,0.006206604093174157,0.014638160399499844,0.030466677830830426,0.039221576912467485,0.006716548625411822,0.08217422457791144,0.00805498186336133,0.04137436505595076,0.014387737117964192,1.0
35.0,0.02012691214748533,0.0,0.06933918456437024,0.0,0.1408877200676237,0.022648780172265986,0.011496989679908774,0.019695591356449636,0.011070811262128409,0.0,0.020683579244747074,0.016735113224353036,0.013203693325496159,0.030056485662556774,0.048746755281069504,0.13669835652986506,1.0
36.0,0.010673907047874581,0.018330889377669163,0.020108655315641502,0.018318344808980903,0.04786195033524664,0.019793106737358904,0.03564204506424075,0.020579754196409086,0.03230060608431095,0.08451274659853716,0.07544790066645313,0.013546978683604959,0.012188649047482751,0.014528001904276232,0.03458741190809164,0.01680731613632036,1.0
37.0,0.01471585913072572,0.01365725265824789,0.10712612117210518,0.03906844772327438,0.05133692633782453,0.017080284286056548,0.009072518309525126,0.012998471132155551,0.028393260943119485,0.010519932234810674,0.034736471664627386,0.00873828756199179,0.012993908793770262,0.0062366045871445125,0.048585190447968885,0.019918574609767193,1.0
38.0,0.01543033499620919,0.0,0.056131788064796705,0.022895158842451246,0.033430440964710234,0.01933774234768413,0.008859623899229176,0.00697646832949332,0.037903817811280584,0.12792042981336624,0.02347941324465606,0.005613127617121362,0.0,0.007286792513358904,0.049999999999999996,0.010292337119907728,1.0
39.0,0.015287110005149703,0.012000384018432982,0.07324912094843523,0.08129430820612282,0.04059760639388108,0.019312398371126045,0.01674925412534895,0.010223926395108251,0.01191550712116936,0.01367120747686897,0.030450929710851494,0.00924239814934928,0.013236531721562897,0.008112090979687276,0.03953883193150777,0.022473953447874347,1.0
40.0,0.01637395812208093,0.010515639022939454,0.0035435250925616294,0.017888434448396384,0.02119641843772389,0.01464003278927096,0.016248833312008763,0.030235399794850792,0.02248363479631145,0.029047301987601935,0.04548499874406616,0.008290850539863719,0.06535494761016122,0.02304946103322158,0.04856066145938696,0.05033983155219816,1.0
41.0,0.005104110305297044,0.01315946484471525,0.009687025546173844,0.028872452803509092,0.03603658400811644,0.014746727541097763,0.01784412428625206,0.026472799934022774,0.018484549345161187,0.02197878579141555,0.03449017776310887,0.008186642290817142,0.023609770707217606,0.006795121613387845,0.028855641152394956,0.027377542533024254,1.0
42.0,0.025120498576484244,0.0,0.09704531332255381,0.013375807031370408,0.07766575535550321,0.04774842878422146,0.01163753518964411,0.0,0.015079148223812872,0.0,0.026744562959805932,0.01922769339581734,0.006432037787058022,0.010801341177786122,0.06846531968814577,0.03275001617285149,1.0
43.0,0.0075592894601845435,0.0,0.09454256072501263,0.004785474204170222,0.045194614629282565,0.01366639777028183,0.0651046735982357,0.0,0.0036969481965682637,0.0,0.03934171705247424,0.0031426968052735444,0.015031347996575097,0.008414063238233425,0.02449489742783178,0.0,1.0
44.0,0.01342473238008865,0.0040836852318491,0.004269445614859927,0.03546973846186479,0.02338209524710878,0.027228848331351984,0.022996383962264617,0.011461401025478608,0.02181242798513173,0.012263424255684373,0.06819861935079016,0.011162388683427116,0.004485980816615914,0.016239599111205174,0.021930895351088588,0.007488538856878728,1.0
45.0,0.012115419173143826,0.015940298542403884,0.006157454974030843,0.07812923792640666,0.028710418505919395,0.007407364817383005,0.022493874937951217,0.011317650103174549,0.014146127668401539,0.026801392608853176,0.02734229625939918,0.01486181574967762,0.013427802201938281,0.00798023539882362,0.0268741924943285,0.0442810034056744,1.0
46.0,0.017687937717523677,0.009033449083899081,0.0187175147908956,0.024861621181411143,0.04080166616010997,0.027586965453700863,0.026364789916263502,0.01788325206916111,0.021932219619041005,0.029557817672715644,0.06503782567751917,0.010039317960334377,0.01054669153927041,0.03117739029083678,0.03712897061344025,0.012423982091549808,1.0
47.0,0.02105919600624751,0.0,0.0157641142147861,0.06670398065218064,0.03706101338473908,0.019322710083301983,0.017483496678612945,0.026043126827192377,0.015673486441573247,0.0,0.021182467879003603,0.01046982040433376,0.02042998452861823,0.020935770475406176,0.06823959431671826,0.03246566882457076,1.0
48.0,0.004858057430110205,0.004218750248242831,0.023598342937394573,0.0666127956424446,0.020639624514913607,0.027950765715786304,0.020735698557143186,0.010678166849912038,0.022501736843316595,0.011273450405437917,0.06890639945621327,0.008993320452221407,0.022804622515765306,0.019077109020188204,0.014855752601178001,0.02201360430990254,1.0
49.0,0.010740192821459762,0.0,0.031080374827052566,0.03750390577566163,0.037540182508125096,0.0245582862446213,0.014595734589462367,0.023098267354047367,0.013177571402356167,0.02813254223488935,0.04497137939394322,0.009698306943920458,0.011367359137646051,0.013904856674524428,0.0344774216272995,0.03168856208425532,1.0
50.0,0.0107483181099461,0.008400268812903088,0.0070972378390985365,0.03475284991071421,0.021488190335640957,0.026108050907277795,0.03303409111536088,0.009059621612620384,0.016037023364421428,0.02945193466048405,0.041948040792333406,0.010557711212357131,0.009085646553574326,0.006415884575929448,0.03587815778563755,0.00903347938247476,1.0
51.0,0.012975740263736915,0.0,0.0665292380760127,0.073697880444245,0.0677123285756516,0.009258544965095922,0.012176889943643365,0.008850828326794428,0.008378519859669028,0.01625641809444392,0.022051127090377796,0.011245436451412108,0.011802231724639225,0.008491115241710685,0.027612447279844042,0.03761966055404558,1.0
52.0,0.017926970530551464,0.0,0.00734786942675458,0.14505197804882863,0.03535673585488967,0.02028486272930381,0.01608306416234515,0.02355243047186586,0.050426004111575135,0.0,0.06150859676679335,0.009834401884163273,0.007593558710592379,0.012751886898378082,0.058090023758251605,0.057996200927594374,1.0
53.0,0.019780673275525056,0.0,0.016673693173185247,0.017607088534406828,0.022094513015814127,0.03663549333276839,0.058538648794643953,0.022681890852446995,0.0268604548740934,0.03026502768633557,0.06221935419563847,0.008332649268041432,0.02597036745089827,0.009131839894304498,0.04645533787096865,0.021642915226494405,1.0
54.0,0.03450327796711771,0.0,0.028747098818828844,0.010921300708262974,0.04067281451085518,0.027290500192891483,0.019810721293758184,0.0,0.009742313910673001,0.0,0.03517351884275131,0.014344382763731175,0.0,0.0,0.11180339887498948,0.0,1.0
55.0,0.010095929615180993,0.0,0.04881956227317531,0.015182874459279905,0.04396314038945045,0.013304961432045013,0.020589148084776198,0.006153606772476817,0.02135448750676693,0.13234482050745894,0.0327079134575849,0.010273942176234244,0.013782774989700007,0.020579430618225092,0.03879701448994927,0.008941078841312972,1.0
56.0,0.013481836390855255,0.0,0.037683323207773324,0.009151551285877572,0.10075457544472471,0.02092231322443765,0.02332256594526361,0.04604041724255551,0.02015472000150131,0.021320071635561044,0.04659021380118039,0.005071505162084871,0.0,0.020367204247258814,0.0,0.0,1.0
57.0,0.01995834858780155,0.016091802793406575,0.005131054055008355,0.020448602072063983,0.014887283354385343,0.01666341308509342,0.024883055967559086,0.00974938638720539,0.011757728537125785,0.0,0.03328897851479437,0.011805816846757817,0.014537923524544059,0.010819628750992516,0.029871187248535967,0.011884567213538212,1.0
